city_name,country,x,y
Port Falls,Asia,8.680583,3.3814738
West Park,Asia,8.116011,4.0255623
Hilldale,Asia,7.678607,6.190153
Valleyford,Asia,5.3617325,4.20391
Stoneshire,Asia,9.044032,3.3758512
Bridgeburg,Asia,7.4525495,5.4220695
Mount Falls,Asia,6.693107,5.45438
New River,Asia,8.036009,3.1480248
Beachford,Asia,8.293305,3.2198544
Fallsville,Asia,9.146784,2.3297405
West Bay,Asia,8.980569,5.5167603
Bayford,Asia,8.102777,3.48086
Gardenford,Asia,8.369798,3.1085496
Woodhaven,Asia,9.586644,1.9911182
Port Wood,Asia,7.1506658,3.1633322
Cityville,Asia,7.2453213,3.9856634
Springsborough,Asia,7.5821767,4.102966
Old River,Asia,5.410192,4.4716697
Bayshire,Asia,7.9197607,4.8341975
Saint Field,Asia,8.1570835,5.046445
Stonedale,Asia,7.776661,4.4586415
Beachland,Asia,9.666887,2.2693877
Forestborough,Asia,7.934512,2.9349453
Rivershire,Asia,8.452962,2.6245272
Pointport,Asia,8.474807,4.763274
Fallsburg,Asia,7.2501235,3.427549
Gardenport,Asia,8.83364,4.1602063
Ridgedale,Asia,6.9117217,3.001703
East City,Asia,9.050002,5.562941
San Field,Asia,9.593373,2.89646
Valleyport,Asia,9.498579,2.9971113
Lake Ridge,Asia,6.3576803,3.249553
Port Park,Asia,8.203321,3.004096
Lake Valley,Asia,8.539952,3.2167127
Parkton,Asia,9.404637,2.7228951
San River,Asia,9.503569,3.2886355
Bridgeborough,Asia,7.2816877,3.0738928
Harborford,Asia,8.83293,2.3698452
Forestburg,Asia,7.780012,3.742373
Port Bay,Asia,8.8625145,4.5832276
Harborborough,Asia,8.810457,2.879662
Bridgeville,North America,2.172364,1.3834344
Vistaville,North America,1.1280488,2.5931418
Port Valley,North America,3.5225115,1.634366
Lake Park,North America,2.9474468,3.0973659
Woodborough,North America,3.1335392,2.5020535
Lake Wood,North America,7.751692,5.880505
New Field,North America,5.46632,2.804483
Beachshire,North America,3.2460942,1.3268749
New Springs,North America,2.1838293,1.3068123
Fieldville,North America,4.9806514,4.241389
Cityshire,North America,4.6718383,2.6454978
Lake Vista,North America,2.4070604,2.934805
San Falls,North America,1.2151567,2.6712272
East Town,North America,2.1077278,3.3954167
Lake Falls,North America,2.5783174,3.9168193
Riverborough,North America,3.5134456,1.697727
Stonehaven,North America,2.5450468,1.4552124
Fallston,North America,2.1013596,1.3061373
East Bridge,North America,2.2224274,2.2800167
San Park,North America,3.451907,2.3560421
Springsford,North America,2.656985,3.4217339
Saint City,North America,2.7017217,3.2512264
Forestport,North America,6.4042253,4.865333
North Wood,North America,1.1769168,2.431931
Lake River,North America,1.8967057,3.0819783
Fieldburg,North America,2.1245506,1.2205473
Ridge,North America,2.166128,3.910432
Old Forest,North America,2.0614185,3.52726
San Town,North America,5.0311847,2.660151
Valleyshire,North America,5.072811,3.6886477
Fieldhaven,North America,2.5817769,1.9045218
South Vista,North America,4.5498986,2.2215128
Hillport,North America,1.1148916,2.4028065
West Wood,North America,6.6825438,3.5760524
Harborville,North America,1.9822555,2.6628625
Townburg,North America,3.825491,3.5481632
Forestton,North America,1.122639,2.5148711
San Bridge,North America,2.6994376,3.1254687
Gardenland,North America,2.227178,4.010277
Vistahaven,North America,2.6326404,2.6562722
Saint Ridge,North America,3.727342,1.5198478
Valleyton,North America,3.7213871,2.8529203
Forestland,North America,1.2890044,2.6643586
Lake Springs,North America,2.5281332,1.9596481
Woodton,North America,4.7992835,4.1802073
Cityborough,North America,3.3725963,1.7445202
Fallsdale,North America,1.3318324,2.7302256
Valley,North America,1.9134805,1.5361136
Townville,North America,1.221705,2.2152262
Stoneburg,North America,5.5284863,4.1356096
Saint Point,South America,8.223222,5.1201167
Woodville,South America,8.429468,4.8486156
West Ridge,South America,5.804873,4.7862477
Lake Garden,South America,9.296714,5.6954775
Bridgehaven,South America,5.700871,4.715322
Vistadale,South America,8.45322,4.716441
North Valley,South America,7.7369795,5.079591
East Park,South America,7.4776,4.288313
Gardenville,South America,7.9058967,5.5178757
Port Garden,South America,7.5199003,6.0573378
West Springs,South America,9.447138,2.9741871
Citydale,South America,7.8098297,6.0291667
Wooddale,South America,8.267165,5.6542606
North Park,South America,7.866699,5.1391673
Vistaburg,South America,8.499723,4.6667843
Riverport,South America,6.3873057,4.5100646
West Garden,South America,7.646319,5.6057477
Stoneford,South America,9.153252,5.5253916
East River,South America,8.530837,3.8109431
Fieldland,South America,8.854711,5.621436
Mount Point,South America,7.237854,5.7543406
Cityton,South America,7.644773,4.2701154
Mount Springs,South America,7.514929,5.8486767
Hillshire,South America,8.070457,4.6998267
Ridgeborough,South America,7.0315137,5.6988235
Parkford,South America,8.15776,3.756679
Beachville,South America,8.439333,4.104383
Old Point,South America,8.736868,2.7923417
Harborton,South America,7.855293,5.38873
Valleyland,South America,8.542608,4.2425494
Gardendale,South America,7.904472,5.7941794
Saint Town,South America,8.35669,4.895186
Springshaven,South America,7.456011,5.990436
Stoneport,South America,8.544933,3.978708
Saint Stone,South America,8.210841,3.5065246
San Ridge,South America,7.65854,6.1157837
Old Valley,South America,8.119782,4.971498
Mount River,South America,7.5601273,6.052611
New Town,South America,9.537562,5.8070865
Mount Town,South America,8.471961,5.0258236
Port Town,Africa,10.613267,6.8412504
Valleyville,Africa,10.496552,6.6732416
Old Bay,Africa,10.2569685,6.2543845
Springsburg,Africa,10.181169,7.064237
Beachhaven,Africa,10.868757,7.979256
West Harbor,Africa,10.58271,7.6570435
Springsshire,Africa,10.249388,6.971953
North Springs,Africa,10.624312,7.1885657
New Vista,Africa,10.231688,6.2598705
Stoneborough,Africa,10.761427,6.830175
North River,Africa,10.969175,7.025763
Bayville,Africa,10.525352,7.663446
West City,Africa,9.993062,7.4724107
East Wood,Africa,10.901346,6.9423184
Parkburg,Africa,10.12257,7.171118
Old Field,Africa,11.006112,8.130109
Hillford,Africa,10.899584,8.000192
Valleyhaven,Africa,10.965634,7.036108
Fielddale,Africa,10.712323,7.814986
Riverdale,Africa,10.91136,7.976808
New Valley,Africa,10.311339,6.3609185
San Hill,Africa,10.957244,8.097879
San Springs,Africa,10.727591,7.7507915
Hillborough,Africa,10.36852,6.706411
Ridgeport,Africa,11.02438,7.101805
South Bridge,Africa,10.458502,6.941115
New Beach,Africa,10.307289,7.264156
Pointville,Africa,10.350899,7.406404
New Bay,Africa,10.497446,6.6819
North Bridge,Africa,10.808837,7.9213357
Old Town,Africa,11.013371,7.2845473
San Forest,Africa,11.003138,8.140657
Parkdale,Africa,10.157806,7.2251954
New Ridge,Africa,10.118256,6.252685
South River,Africa,9.991718,7.2397
Springston,Oceania,2.740488,1.9410142
Pointton,Oceania,3.3549848,3.588161
South Park,Oceania,2.2912855,3.8500857
East Falls,Oceania,2.7678068,1.8995104
Old Ridge,Oceania,2.2373955,4.0459633
Fallsford,Oceania,2.3513496,1.6067116
North Point,Oceania,3.5736518,1.2067465
North Town,Oceania,3.0978172,1.9871888
Valleydale,Oceania,3.224387,1.3852624
Riverton,Oceania,3.0960493,1.4394165
South Point,Oceania,3.2845428,3.6641965
Vistaton,Oceania,5.5975223,4.495666
Hillburg,Oceania,5.038772,4.5785017
Mount Wood,Oceania,3.196538,2.8459911
South Bay,Oceania,3.3891563,3.099195
Fieldshire,Oceania,2.7160606,3.8972285
Gardenshire,Oceania,2.8493302,3.9607706
South Stone,Oceania,2.992205,2.548718
Old Beach,Oceania,2.3654492,1.9534345
Vistashire,Oceania,2.6791308,2.263509
New Falls,Oceania,3.9464123,1.9552119
Mount Stone,Oceania,1.8365277,2.713763
San Stone,Oceania,2.2387683,2.5076427
Bridgeport,Oceania,2.6939068,3.737482
Beachdale,Oceania,3.329564,1.3251755
New Forest,Oceania,3.623029,3.055545
Fallsland,Oceania,2.2594225,3.0480518
Ridgeland,Oceania,3.8044908,1.4455826
Port Forest,Oceania,5.074515,4.607537
West Falls,Oceania,3.5845706,3.960367
Old Harbor,Oceania,2.212707,3.920997
Ridgehaven,Oceania,2.3014154,1.5398897
North Field,Oceania,2.820348,1.9992046
Bridgeford,Oceania,3.0950568,3.5986674
Townshire,Oceania,2.2139432,3.0926023
